homelat,homelon,homecontinent,n
43.8,-66.1,North America,1
43.8,-7.9,NA,5
43.8,-1.4,Europe,54
43.8,-0.6,Europe,1
43.8,2,Europe,1
43.8,3.7,Europe,2
43.8,4.4,Europe,15
43.8,4.8,Europe,5
43.8,4.9,Europe,2
43.8,7.5,NA,49
43.8,7.8,Europe,150
43.8,8.8,NA,1
43.8,10.3,Europe,25
43.8,10.5,Europe,8
43.8,11.1,Europe,1
43.8,11.2,Europe,27
43.8,11.3,Europe,16
43.8,142.4,Asia,4
43.9,-122.8,North America,110
43.9,-121.4,North America,25
43.9,-79.7,North America,2
43.9,-79.5,North America,1
43.9,-79.4,North America,2
43.9,-79.3,North America,3
43.9,-79,North America,2
43.9,-78.9,North America,8
43.9,-78.1,North America,2
43.9,-71.9,North America,7
43.9,-1.2,Europe,1
43.9,-0.8,Europe,160
43.9,-0.5,Europe,39
43.9,2.1,Europe,3
43.9,3.3,Europe,4
43.9,4.5,Europe,1
43.9,4.8,Europe,554
43.9,6.1,Europe,81
43.9,7.2,Europe,2
43.9,8,NA,8
43.9,10.2,Europe,8
43.9,10.2,NA,4
43.9,10.3,Europe,7
43.9,10.7,Europe,11
43.9,10.9,Europe,16
43.9,12.6,Europe,1
43.9,12.7,Europe,1
43.9,12.9,Europe,2
43.9,22.3,Europe,1
44,-123,North America,1
44,-116.9,North America,7
44,-115,North America,1
44,-99.9,North America,4
44,-90.1,North America,5
44,-89.8,North America,1
44,-88.5,North America,1
44,-83,North America,1
44,-79.5,North America,201
44,-79.2,North America,6
44,-77.1,North America,1
44,-75.9,North America,2
44,-74.2,North America,1
44,-73.2,North America,2
44,-72.1,North America,1
44,-70.8,North America,36
44,-64.7,North America,2
44,1.1,Europe,2
44,1.3,Europe,5
44,1.4,Europe,1
44,3.6,Europe,4
44,4.4,Europe,1
44,4.8,Europe,2
44,6.2,Europe,3
44,8.1,Europe,1
44,8.2,NA,3
44,10.1,Europe,2
44,10.2,Europe,3
44,10.2,NA,2
44,11.1,Europe,5
44,12.7,Europe,41
44,21,Europe,12
44.1,-123.4,North America,1
44.1,-123.1,North America,11
44.1,-121.3,North America,7
44.1,-114.7,North America,62
44.1,-103.2,North America,3
44.1,-103.1,North America,1
44.1,-94,North America,1
44.1,-89.3,North America,2
44.1,-79.5,North America,6
44.1,-71.2,North America,3
44.1,-70.7,North America,2
44.1,-70.3,North America,1
44.1,-69.1,NA,2
44.1,-1.3,Europe,1
44.1,-1.2,Europe,1
44.1,1.5,Europe,2
44.1,3.1,Europe,1
44.1,3.6,Europe,2
44.1,4.8,Europe,1
44.1,5.1,Europe,2
44.1,9.7,Europe,7
44.1,9.9,Europe,1
44.1,10.1,Europe,1
44.1,12.2,Europe,1
44.1,12.5,Europe,2
44.1,12.6,Europe,11
44.2,-106.9,North America,1
44.2,-94,North America,2
44.2,-88.5,North America,2
44.2,-77.4,North America,1
44.2,-76.5,North America,11
44.2,-73.8,North America,1
44.2,-73.2,North America,1
44.2,-72.8,North America,1
44.2,-71.2,North America,1
44.2,-1.2,Europe,26
44.2,0.6,Europe,2
44.2,5.2,Europe,2
44.2,8.3,Europe,1
44.2,8.4,NA,1
44.2,9.6,Europe,11
44.2,9.8,Europe,1
44.2,12.4,Europe,2
44.2,24.5,Europe,1
44.2,28.6,Europe,1
44.3,-121.5,North America,5
44.3,-106.7,North America,2
44.3,-96.8,North America,3
44.3,-93.3,North America,2
44.3,-85.6,North America,797
44.3,-81.6,North America,3
44.3,-79.4,North America,3
44.3,-78.3,North America,4
44.3,-76.7,North America,9
44.3,-76.2,North America,3
44.3,-76.1,North America,1
44.3,-74,North America,1
44.3,-68.7,North America,1
44.3,-66.4,NA,13
44.3,3.6,Europe,1
44.3,8.4,Europe,21
44.3,8.5,Europe,5
44.3,9.2,NA,8
44.3,9.4,Europe,1
44.4,-124.1,NA,1
44.4,-122.5,North America,1
44.4,-112.1,North America,2
44.4,-94,North America,1
44.4,-93.2,North America,5
44.4,-88.1,North America,1
44.4,-79.7,North America,9
44.4,-75.9,North America,1
44.4,-73.7,North America,6
44.4,-73.2,North America,1
44.4,-72.9,North America,3
44.4,-68.3,North America,1
44.4,-64.5,North America,2
44.4,-64.3,North America,1
44.4,-1.2,Europe,2
44.4,-0.5,Europe,3
44.4,1.4,Europe,17
44.4,5,Europe,1
44.4,6,Europe,2
44.4,8.6,Europe,2
44.4,8.7,Europe,1
44.4,8.8,NA,1
44.4,8.9,Europe,50
44.4,8.9,NA,4
44.4,9,Europe,1
44.4,9.1,Europe,4
44.4,11.7,Europe,1
44.4,12.2,Europe,7
44.4,26.1,Europe,12
44.5,-124,North America,1
44.5,-93.3,North America,5
44.5,-93.2,North America,2
44.5,-92.9,North America,2
44.5,-88,North America,14
44.5,-80.2,North America,1
44.5,-80,North America,1
44.5,-78.9,North America,2
44.5,-75.4,North America,1
44.5,-73.2,North America,36
44.5,-72.7,North America,1
44.5,-70.5,North America,7
44.5,-68.3,North America,1
44.5,-64.3,North America,3
44.5,-0.3,Europe,6
44.5,0.2,Europe,1
44.5,2.2,Europe,1
44.5,7.9,Europe,1
44.5,9,Europe,2
44.5,10.8,Europe,2
44.5,11,Europe,2
44.5,11.3,Europe,50
44.5,11.4,Europe,3
44.5,15,Europe,1
44.5,26.1,Europe,2
44.6,-124.1,NA,1
44.6,-123.3,North America,11
44.6,-123.1,North America,1
44.6,-93.2,North America,8
44.6,-93,North America,1
44.6,-81.3,North America,1
44.6,-80.9,North America,2
44.6,-79.4,North America,5
44.6,-73.4,North America,1
44.6,-72.6,North America,9
44.6,-70.5,North America,1
44.6,-69.7,North America,1
44.6,-63.6,NA,51
44.6,-1.1,Europe,10
44.6,-0.9,Europe,4
44.6,-0.3,Europe,1
44.6,3.3,Europe,2
44.6,5.1,Europe,1
44.6,5.4,Europe,1
44.6,6.1,Europe,8
44.6,6.5,Europe,1
44.6,10.3,Europe,1
44.6,10.8,Europe,1
44.6,10.9,Europe,7
44.7,-93.3,North America,1
44.7,-93.1,North America,2
44.7,-92.2,North America,1
44.7,-84.1,North America,1
44.7,-80,North America,2
44.7,-79.8,North America,1
44.7,-75.5,North America,1
44.7,-73.5,North America,1
44.7,-65.5,NA,1
44.7,-63.7,North America,13
44.7,-63.6,North America,1
44.7,-63.6,NA,2
44.7,-63.5,North America,1
44.7,-1.3,NA,5
44.7,-1.2,NA,52
44.7,-1.1,Europe,1
44.7,-0.9,Europe,7
44.7,-0.7,Europe,4
44.7,-0.3,Europe,123
44.7,0.2,Europe,5
44.7,0.3,Europe,1
44.7,1.4,Europe,2
44.7,5.9,Europe,3
44.7,8,Europe,1
44.7,8.1,Europe,1
44.7,10.6,Europe,7
44.7,10.9,Europe,6
44.7,12.2,Europe,2
44.7,20.9,Europe,1
44.8,-123.4,North America,1
44.8,-107,North America,1
44.8,-93.4,North America,1
44.8,-93.1,North America,2
44.8,-92.9,North America,1
44.8,-91.5,North America,4
44.8,-85.6,North America,2
44.8,-75.1,North America,1
44.8,-70.6,North America,1
44.8,-69.3,North America,1
44.8,-63.1,North America,1
44.8,-1.1,Europe,4
44.8,-0.6,Europe,846
44.8,-0.5,Europe,20
44.8,-0.4,Europe,4
44.8,4.6,Europe,1
44.8,10.3,Europe,5
44.8,10.9,Europe,1
44.8,11.6,Europe,4
44.8,20.4,Europe,12
44.8,142.1,Asia,1
44.9,-123,North America,19
44.9,-122.9,North America,2
44.9,-116.1,North America,6
44.9,-94.7,North America,2
44.9,-93.7,North America,7
44.9,-93.5,North America,1
44.9,-93.4,North America,13
44.9,-93.3,North America,6
44.9,-93.2,North America,24
44.9,-93.1,North America,4
44.9,-91.9,North America,2
44.9,-88.5,North America,2
44.9,-79.8,North America,1
44.9,-76.2,North America,2
44.9,-74.3,North America,2
44.9,-68.7,North America,1
44.9,-68.6,North America,1
44.9,-63.5,North America,1
44.9,-1.2,Europe,2
44.9,-0.6,Europe,14
44.9,-0.5,Europe,6
44.9,-0.3,Europe,1
44.9,-0.2,Europe,3
44.9,0.1,Europe,1
44.9,1.2,Europe,28
44.9,2.4,Europe,4
44.9,4.9,Europe,4
44.9,6.6,Europe,3
44.9,7.5,Europe,2
44.9,8.2,Europe,3
44.9,8.6,Europe,19
44.9,33.6,Europe,5
45,-124,North America,7
45,-123,North America,1
45,-93.5,North America,297
45,-93.4,North America,1
45,-93.3,North America,100
45,-93.2,North America,5
45,-93.1,North America,39
45,-93,North America,1
45,-89.6,North America,1
45,-74.5,North America,40
45,-64.1,North America,1
45,-1.2,Europe,7
45,-1.1,Europe,57
45,5.2,Europe,3
45,5.9,Europe,4
45,9,Europe,2
45,10.4,Europe,2
45,39,Europe,2
45,81,Asia,1
45.1,-112.9,North America,3
45.1,-96.7,North America,1
45.1,-95,North America,1
45.1,-94.3,North America,2
45.1,-93.2,North America,2
45.1,-92.7,North America,2
45.1,-84.8,North America,2
45.1,-83.4,North America,2
45.1,-79.6,North America,2
45.1,-66.8,North America,1
45.1,0.8,Europe,6
45.1,1.1,Europe,1
45.1,1.5,Europe,1
45.1,1.8,Europe,2
45.1,1.9,Europe,4
45.1,4.8,Europe,6
45.1,7.5,Europe,13
45.1,7.6,Europe,6
45.1,7.7,Europe,79
45.1,7.9,Europe,1
45.1,9.7,Europe,1
45.1,15.2,Europe,16
45.1,35.4,Europe,5
45.2,-123.3,North America,1
45.2,-123.2,North America,3
45.2,-109.3,North America,1
45.2,-93.3,North America,3
45.2,-92.4,North America,1
45.2,-85,North America,3
45.2,-79.4,North America,2
45.2,-70.2,North America,1
45.2,-1.1,Europe,1
45.2,0.7,Europe,5
45.2,4.7,Europe,6
45.2,5.5,Europe,14
45.2,5.7,Europe,48
45.2,6.5,Europe,2
45.2,7.6,Europe,2
45.2,9.2,Europe,2
45.2,9.5,Europe,2
45.2,11.5,Europe,1
45.2,11.8,Europe,1
45.2,12.1,Europe,1
45.2,12.3,NA,192
45.3,-121.7,North America,1
45.3,-93.8,North America,1
45.3,-93.6,North America,2
45.3,-93.2,North America,1
45.3,-93,North America,1
45.3,-79.2,North America,1
45.3,-74.2,North America,1
45.3,-73.7,North America,8
45.3,-72.7,North America,1
45.3,-69.4,North America,28
45.3,-69,North America,4
45.3,-66.1,NA,6
45.3,-0.3,Europe,1
45.3,0.3,Europe,1
45.3,8.4,Europe,2
45.3,8.8,Europe,1
45.3,9.8,Europe,1
45.3,9.9,Europe,7
45.3,11.3,Europe,1
45.3,19.8,Europe,3
45.4,-122.8,North America,1
45.4,-122.6,North America,2
45.4,-122.5,North America,6
45.4,-111.7,North America,1
45.4,-91.9,North America,2
45.4,-85,North America,3
45.4,-76.4,North America,2
45.4,-75.7,North America,84
45.4,-73.7,NA,1
45.4,-73.4,North America,1
45.4,-73.2,North America,1
45.4,-71.9,North America,1
45.4,-63.3,North America,1
45.4,-1.2,NA,1
45.4,-1.1,Europe,10
45.4,-0.4,Europe,5
45.4,4.4,Europe,9
45.4,6.6,Europe,10
45.4,9.7,Europe,1
45.4,11,Europe,16
45.4,11.3,Europe,5
45.4,11.9,Europe,5
45.4,12.3,NA,63
45.5,-123.8,North America,1
45.5,-123.1,North America,1
45.5,-123,North America,1
45.5,-122.8,North America,4
45.5,-122.7,North America,238
45.5,-122.6,North America,8
45.5,-122.4,North America,2
45.5,-91.7,North America,2
45.5,-75.7,North America,3
45.5,-75.6,North America,2
45.5,-75.3,North America,1
45.5,-73.7,North America,3
45.5,-73.6,North America,181
45.5,-73.6,NA,1
45.5,-73.5,North America,2
45.5,-73.5,NA,3
45.5,-73.4,North America,3
45.5,-73.3,North America,1
45.5,-65.8,North America,1
45.5,3.2,Europe,2
45.5,4.7,Europe,1
45.5,4.9,Europe,1
45.5,6.5,Europe,9
45.5,6.7,Europe,1
45.5,6.9,Europe,2
45.5,8.7,Europe,2
45.5,8.9,Europe,2
45.5,9.1,Europe,5
45.5,9.2,Europe,371
45.5,9.8,Europe,15
45.5,10.1,Europe,1
45.5,10.2,Europe,26
45.5,10.5,Europe,22
45.5,11.5,Europe,14
45.5,12.2,Europe,1
45.5,12.4,NA,1
45.5,12.6,Europe,1
45.5,68.8,Asia,1
45.6,-123.9,North America,1
45.6,-122.7,North America,7
45.6,-122.6,North America,9
45.6,-122.5,North America,1
45.6,-122.4,North America,2
45.6,-117.5,North America,1
45.6,-94.2,North America,4
45.6,-89.4,North America,3
45.6,-73.8,NA,1
45.6,-73.7,North America,11
45.6,-1,Europe,1
45.6,0.2,Europe,1
45.6,4.2,Europe,7
45.6,5.3,Europe,1
45.6,5.9,Europe,3
45.6,6.8,Europe,24
45.6,8.1,Europe,6
45.6,8.5,Europe,1
45.6,8.7,Europe,2
45.6,8.9,Europe,4
45.6,9,Europe,1
45.6,9.2,Europe,1
45.6,9.3,Europe,40
45.6,9.9,Europe,2
45.6,10.5,Europe,58
45.6,10.6,Europe,49
45.6,10.8,Europe,4
45.6,11.4,Europe,4
45.6,12.2,Europe,10
45.6,12.6,Europe,1
45.6,13.8,Europe,14
45.6,14.6,Europe,1
45.6,39.7,Europe,60
45.7,-122.7,North America,1
45.7,-122.6,North America,2
45.7,-121.5,North America,20
45.7,-111,North America,2
45.7,-110.6,North America,13
45.7,-97.8,North America,3
45.7,-87.1,North America,21
45.7,-75.6,North America,1
45.7,-73.8,North America,1
45.7,-62.7,NA,2
45.7,-1,Europe,1
45.7,-0.9,Europe,4
45.7,-0.8,Europe,3
45.7,-0.6,Europe,2
45.7,0.1,Europe,1
45.7,0.6,Europe,27
45.7,3,Europe,2
45.7,3.3,Europe,10
45.7,4.6,Europe,1
45.7,4.7,Europe,1
45.7,4.9,Europe,6
45.7,5,Europe,8
45.7,7.3,Europe,2
45.7,7.4,Europe,1
45.7,8.4,Europe,1
45.7,9.3,Europe,6
45.7,9.4,Europe,1
45.7,9.7,Europe,4
45.7,10.3,Europe,1
45.7,12.2,Europe,4
45.7,12.7,Europe,2
45.7,13.4,NA,6
45.7,16.4,Europe,2
45.7,21.2,Europe,7
45.7,23.9,Europe,1
45.8,-122.9,North America,3
45.8,-108.5,North America,3
45.8,-77.3,North America,1
45.8,-73.5,North America,2
45.8,-1.1,NA,9
45.8,1.3,Europe,20
45.8,3,Europe,1
45.8,3.1,Europe,31
45.8,4.8,Europe,124
45.8,4.9,Europe,4
45.8,6.9,Europe,2
45.8,7.1,Europe,1
45.8,8.6,Europe,1
45.8,8.8,Europe,2
45.8,9.1,Europe,8
45.8,10.8,Europe,22
45.8,11.7,Europe,170
45.8,11.9,Europe,1
45.8,12.4,Europe,1
45.8,13.5,Europe,1
45.8,16,Europe,9
45.8,20.1,Europe,3
45.8,21.3,Europe,5
45.9,-124,NA,1
45.9,-89.9,North America,1
45.9,-74.1,North America,1
45.9,-1,Europe,6
45.9,-0.3,Europe,3
45.9,4.5,Europe,7
45.9,6.1,Europe,23
45.9,6.2,Europe,2
45.9,6.4,Europe,10
45.9,6.6,Europe,1
45.9,6.7,Europe,4
45.9,6.9,Europe,31
45.9,9.4,Europe,1
45.9,10.7,Europe,2
45.9,10.8,Europe,10
45.9,10.9,Europe,43
45.9,25,Europe,17
46,-74.2,North America,1
46,-73.5,North America,39
46,-73.1,NA,1
46,-66.6,North America,2
46,-64.1,North America,4
46,-1.4,Europe,1
46,-1.3,Europe,5
46,-1.2,NA,2
46,-1.1,Europe,15
46,-0.9,Europe,2
46,4.1,Europe,8
46,5.4,Europe,1
46,6.1,Europe,1
46,6.2,Europe,1
46,6.6,Europe,2
46,8.8,Europe,1
46,9.3,Europe,14
46,12.5,Europe,7
46,18.3,Europe,1
46.1,-118.3,North America,2
46.1,-79.4,North America,2
46.1,-74.6,North America,8
46.1,-73.7,North America,2
46.1,-64.9,North America,2
46.1,-64.8,North America,1
46.1,-60.7,NA,2
46.1,-1.2,NA,2
46.1,-0.8,Europe,1
46.1,3.4,Europe,1
46.1,3.9,Europe,4
46.1,4.7,Europe,1
46.1,5.4,Europe,1
46.1,6.1,Europe,1
46.1,6.4,Europe,1
46.1,7.1,Europe,1
46.1,8.3,Europe,1
46.1,8.8,Europe,1
46.1,9.3,Europe,1
46.1,11.1,Europe,11
46.1,12.2,Europe,1
46.1,13.2,Europe,2
46.1,13.4,Europe,2
46.1,14.5,Europe,10
46.1,14.6,Europe,1
46.2,-123.8,NA,1
46.2,-119.2,North America,1
46.2,-119.1,North America,6
46.2,-71.8,North America,1
46.2,-63.1,NA,1
46.2,-60.9,North America,2
46.2,-59.9,North America,2
46.2,-1.5,NA,2
46.2,-1.4,NA,36
46.2,-1.2,NA,62
46.2,-1.1,NA,2
46.2,1.3,Europe,2
46.2,2.2,Europe,2121
46.2,5.7,Europe,2
46.2,6.1,Europe,91
46.2,6.2,Europe,1
46.2,6.7,Europe,4
46.2,7.5,Europe,1
46.2,9,Europe,1
46.2,9.3,Europe,2
46.2,9.8,Europe,1
46.2,13.1,Europe,1
46.2,15,Europe,12
46.3,-119.4,North America,2
46.3,-119.3,North America,23
46.3,-114.2,North America,1
46.3,-79.5,North America,2
46.3,-74.8,North America,1
46.3,-71.5,North America,1
46.3,-63.3,North America,1
46.3,-1.4,NA,19
46.3,-1.3,Europe,2
46.3,-0.5,Europe,9
46.3,-0.4,Europe,1
46.3,1.1,Europe,2
46.3,2.6,Europe,1
46.3,4.9,Europe,1
46.3,5.7,Europe,1
46.3,6.2,Europe,1
46.3,13.6,Europe,1
46.3,13.7,Europe,2
46.3,14.3,Europe,1
46.3,26.8,Europe,1
46.4,-112,North America,1
46.4,-94.2,North America,1
46.4,-72.6,North America,2
46.4,-63.8,NA,2
46.4,-1.5,Europe,1
46.4,-0.4,Europe,1
46.4,2.1,Europe,2
46.4,4.8,Europe,1
46.4,6.1,Europe,1
46.4,6.2,Europe,5
46.4,6.5,Europe,1
46.4,7.2,Europe,17
46.4,11.2,Europe,2
46.4,20.3,Europe,1
46.5,-123.8,North America,6
46.5,-103.7,North America,1
46.5,-92.9,North America,1
46.5,-87.4,North America,1
46.5,-81,North America,1
46.5,-80.9,North America,10
46.5,-1.8,Europe,9
46.5,-1.8,NA,7
46.5,-1.7,Europe,7
46.5,-1.7,NA,2
46.5,-1.6,Europe,1
46.5,-1.2,Europe,4
46.5,0.5,Europe,4
46.5,6.6,Europe,9
46.5,6.8,Europe,2
46.5,7.1,Europe,2
46.5,10.4,Europe,1
46.5,11.4,Europe,1
46.5,30.7,Europe,1
46.6,-87.4,North America,1
46.6,-66.5,North America,11
46.6,-61,NA,1
46.6,-1.9,Europe,1
46.6,-0.4,Europe,4
46.6,0.3,Europe,61
46.6,1.4,Europe,1
46.6,1.6,Europe,1
46.6,4.1,Europe,1
46.6,4.5,Europe,3
46.6,5.5,Europe,2
46.6,6.5,Europe,1
46.6,7.1,Europe,2
46.6,8.6,Europe,2
46.6,15.6,Europe,3
46.6,32.6,Europe,1
46.7,-123,North America,7
46.7,-117.2,North America,1
46.7,-117,North America,1
46.7,-94.7,North America,40
46.7,-70.4,North America,1
46.7,-68,North America,1
46.7,-2.3,NA,5
46.7,-1.9,Europe,9
46.7,-1.9,NA,3
46.7,-1.4,Europe,52
46.7,0.4,Europe,3
46.7,0.5,Europe,4
46.7,1.4,Europe,3
46.7,7.9,Europe,24
46.7,9.6,Europe,1
46.7,11.3,Europe,1
46.7,14.2,Europe,1
46.8,-122.9,North America,1
46.8,-117.6,North America,1
46.8,-92.1,North America,6
46.8,-89.7,North America,1
46.8,-71.3,North America,2
46.8,-71.2,North America,1
46.8,-71.2,NA,38
46.8,-67.7,North America,1
46.8,-2.1,NA,13
46.8,-0.8,Europe,1
46.8,-0.5,Europe,1
46.8,-0.1,Europe,2
46.8,0.1,Europe,1
46.8,1.7,Europe,1
46.8,4.4,Europe,3
46.8,6.6,Europe,2
46.8,6.7,Europe,1
46.8,7.2,Europe,5
46.8,8.2,Europe,95
46.8,16.8,Europe,2
46.8,17.7,Europe,1
46.8,23.6,Europe,1
46.9,-124.1,NA,1
46.9,-122.7,North America,1
46.9,-114,North America,8
46.9,-110.4,North America,7
46.9,-103.9,North America,1
46.9,-96.8,North America,5
46.9,-2.1,NA,8
46.9,7.1,Europe,2
46.9,7.4,Europe,5
46.9,9.5,Europe,6
46.9,9.7,Europe,1
46.9,103.8,Asia,2
47,-123.8,North America,2
47,-123.3,North America,8
47,-122.9,North America,7
47,-122.8,North America,2
47,-120.5,North America,2
47,-2.2,NA,2
47,-1.8,Europe,9
47,-1.6,Europe,1
47,-0.6,Europe,1
47,4.8,Europe,12
47,6.5,Europe,2
47,7.5,Europe,2
47,12.9,Europe,1
47,15.4,Europe,1
47,18,Europe,5
47,22.2,Europe,1
47,28.9,Europe,5
47.1,-122.6,North America,1
47.1,-122.5,North America,12
47.1,-88.4,North America,2
47.1,-71.4,North America,6
47.1,-1.3,Europe,3
47.1,-0.9,Europe,1
47.1,-0.2,Europe,1
47.1,3.1,Europe,1
47.1,4.4,Europe,2
47.1,7.2,Europe,4
47.1,7.4,Europe,3
47.1,8.3,Europe,1
47.1,8.4,Europe,7
47.1,10.5,Europe,1
47.1,15.4,Europe,2
47.1,24.5,Europe,1
47.1,37.5,Europe,6
47.2,-122.5,North America,1
47.2,-122.4,North America,1
47.2,-122.2,North America,1
47.2,-92.6,North America,1
47.2,-2.2,NA,7
47.2,-1.7,Europe,3
47.2,-1.6,Europe,221
47.2,-1.5,Europe,8
47.2,5.9,Europe,1
47.2,6,Europe,6
47.2,7.5,Europe,1
47.2,8.5,Europe,2
47.2,10.7,Europe,1
47.2,16.5,Europe,1
47.2,18.6,Europe,4
47.2,19.5,Europe,74
47.2,26,Europe,4
47.2,27.6,Europe,4
47.2,39.7,Europe,7
47.2,106.4,Asia,2
47.3,-122.6,North America,1
47.3,-122.4,North America,4
47.3,-122.3,North America,8
47.3,-3.2,NA,4
47.3,-2.5,Europe,6
47.3,-2.5,NA,1
47.3,-2.4,Europe,7
47.3,-2.3,Europe,4
47.3,-2.3,NA,1
47.3,-2.2,NA,11
47.3,-1.8,Europe,8
47.3,-1.6,Europe,6
47.3,-1.5,Europe,3
47.3,-0.5,Europe,1
47.3,1,Europe,1
47.3,3.1,Europe,2
47.3,5,Europe,4
47.3,8.6,Europe,4
47.3,11.4,Europe,4
47.4,-122.3,North America,3
47.4,-122.2,North America,6
47.4,-121.4,North America,3
47.4,-120.8,North America,2
47.4,-120.3,North America,3
47.4,-119.5,North America,1
47.4,-61.9,North America,1
47.4,-3,NA,1
47.4,-2.5,Europe,2
47.4,0.7,Europe,12
47.4,1.3,Europe,1
47.4,1.4,Europe,1
47.4,7.8,Europe,2
47.4,8.5,Europe,166
47.4,8.6,Europe,1
47.4,9.7,Europe,2
47.4,9.9,Europe,2
47.4,12.8,Europe,1
47.4,19.3,Europe,2
47.4,22.2,Europe,2
47.4,28.4,Europe,2
47.4,32.4,Europe,1
47.5,-122.6,North America,3
47.5,-122.3,North America,9
47.5,-122.2,North America,10
47.5,-121.9,North America,4
47.5,-121.8,North America,1
47.5,-120.5,North America,2
47.5,-111.3,North America,1
47.5,-102.2,North America,1
47.5,-94.9,North America,1
47.5,-87.9,North America,1
47.5,-53,North America,1
47.5,-3.1,NA,78
47.5,-0.6,Europe,29
47.5,2,Europe,1
47.5,3.9,Europe,1
47.5,4.7,Europe,1
47.5,7.1,Europe,1
47.5,8.5,Europe,1
47.5,8.7,Europe,1
47.5,12.4,Europe,3
47.5,14.6,Europe,45
47.5,19,Europe,14
47.5,19.1,Europe,1
47.6,-122.7,North America,1
47.6,-122.6,North America,1
47.6,-122.5,North America,3
47.6,-122.4,NA,4
47.6,-122.3,North America,278
47.6,-122.2,North America,6
47.6,-122.1,North America,7
47.6,-122,North America,3
47.6,-120.7,North America,1
47.6,-101,North America,9
47.6,-94.1,North America,1
47.6,-3.1,NA,15
47.6,-3,NA,15
47.6,-2.8,Europe,1
47.6,-2.7,Europe,2
47.6,1.3,Europe,9
47.6,4.5,Europe,5
47.6,6.2,Europe,1
47.6,6.9,Europe,2
47.6,7.6,Europe,16
47.6,10.7,Europe,1
47.6,18.9,Europe,3
47.7,-122.4,North America,3
47.7,-122.3,North America,8
47.7,-122.2,North America,16
47.7,-122.1,North America,9
47.7,-117.4,North America,10
47.7,-117,North America,18
47.7,-116.8,North America,22
47.7,-114.2,North America,1
47.7,-3.4,Europe,112
47.7,-3,Europe,15
47.7,-2.8,Europe,29
47.7,-2.7,Europe,1
47.7,-2.1,Europe,1
47.7,-1.4,Europe,3
47.7,1.5,Europe,2
47.7,7.3,Europe,8
47.7,10.3,Europe,1
47.7,11.4,Europe,2
47.7,11.7,Europe,2
47.8,-123.8,North America,1
47.8,-122.5,NA,1
47.8,-122.4,North America,11
47.8,-122.3,North America,7
47.8,-122.2,North America,7
47.8,-120.7,North America,41
47.8,-117.4,North America,2
47.8,-69.5,North America,2
47.8,-54,North America,1
47.8,-4.4,NA,10
47.8,-4.3,NA,13
47.8,-4.2,Europe,8
47.8,-3.5,Europe,8
47.8,-3.3,Europe,5
47.8,-3.2,Europe,1
47.8,-2.8,Europe,1
47.8,-0.3,Europe,6
47.8,1.7,Europe,8
47.8,3.6,Europe,1
47.8,7.3,Europe,5
47.8,10.6,Europe,1
47.8,11.6,Europe,2
47.8,11.7,Europe,2
47.8,12.5,Europe,1
47.8,13,Europe,31
47.8,13.1,Europe,2
47.9,-124.6,NA,1
47.9,-122.3,North America,2
47.9,-122.2,North America,2
47.9,-97,North America,2
47.9,-91.3,North America,1
47.9,-4.2,Europe,6
47.9,-4,Europe,22
47.9,-3.9,Europe,4
47.9,-3.5,Europe,9
47.9,-3,Europe,1
47.9,-2.9,Europe,14
47.9,-2.1,Europe,1
47.9,0.4,Europe,1
47.9,1.9,Europe,2
47.9,2.3,Europe,1
47.9,3.6,Europe,2
47.9,7.2,Europe,2
47.9,10.6,Europe,2
47.9,11.4,Europe,2
47.9,12.1,Europe,1
47.9,12.3,Europe,1
47.9,12.6,Europe,1
47.9,16.9,Europe,3
47.9,21.7,Europe,2
47.9,22.7,Europe,2
47.9,28.3,Europe,1
47.9,106.9,Asia,1
48,-124.4,North America,4
48,-122.4,NA,1
48,-122.2,North America,1
48,-4.7,Europe,1
48,-4.7,NA,9
48,-4.6,Europe,1
48,-4.5,Europe,48
48,-4.4,Europe,2
48,-4.1,Europe,62
48,-1.5,Europe,14
48,0.1,Europe,5
48,0.2,Europe,18
48,6,Europe,1
48,6.6,Europe,4
48,6.7,Europe,1
48,7,Europe,1
48,7.5,Europe,1
48,7.8,Europe,34
48,7.9,Europe,1
48,10.2,Europe,1
48,11.6,Europe,2
48,16,Europe,2
48,37.8,Europe,2
48,66.9,Asia,4
48.1,-123.4,North America,6
48.1,-123.2,North America,3
48.1,-122.2,North America,2
48.1,-4.3,Europe,2
48.1,-4,Europe,7
48.1,-1.8,Europe,3
48.1,-1.7,Europe,119
48.1,-1.2,Europe,2
48.1,5.1,Europe,1
48.1,6.6,Europe,1
48.1,7.3,Europe,1
48.1,10.9,Europe,2
48.1,11.5,Europe,1
48.1,11.6,Europe,196
48.1,11.7,Europe,1
48.1,20.8,Europe,1
48.2,-122.6,NA,1
48.2,-122.5,NA,1
48.2,-122.1,North America,2
48.2,-112,North America,1
48.2,-4.5,Europe,1
48.2,-4.3,Europe,3
48.2,-4.1,Europe,1
48.2,-2.9,Europe,392
48.2,-1.8,Europe,1
48.2,-1.7,Europe,1
48.2,-1.5,Europe,3
48.2,0.7,Europe,2
48.2,1.4,Europe,1
48.2,6.4,Europe,2
48.2,7.6,Europe,4
48.2,16.4,Europe,47
48.3,-123.1,NA,1
48.3,-122.7,North America,1
48.3,-120.9,North America,2
48.3,-116.6,North America,1
48.3,-116.5,North America,1
48.3,-114.4,North America,1
48.3,-4.6,NA,2
48.3,-4.1,Europe,3
