"outcome2","exposure2","HR"
"Schizophrenia and related","Exposed to Developmental disorders",11.7976669992963
"Schizophrenia and related","Exposed to Behavioral disorders",44.1487493784572
"Schizophrenia and related","Exposed to Behavioral disorders",10.6958412746808
"Schizophrenia and related","Exposed to Behavioral disorders",3.2462679063812
"Schizophrenia and related","Exposed to Behavioral disorders",12.527535980889
"Schizophrenia and related","Exposed to Behavioral disorders",11.060673617711
"Schizophrenia and related","Exposed to Behavioral disorders",3.19106430792611
"Schizophrenia and related","Exposed to Behavioral disorders",2.83847660055654
"Schizophrenia and related","Exposed to Behavioral disorders",7.56310030968796
"Schizophrenia and related","Exposed to Behavioral disorders",4.98533997157452
"Schizophrenia and related","Exposed to Behavioral disorders",3.10416668207088
"Schizophrenia and related","Exposed to Behavioral disorders",4.41707582899313
"Schizophrenia and related","Exposed to Behavioral disorders",4.47538373997477
"Schizophrenia and related","Exposed to Behavioral disorders",7.14284816877112
"Schizophrenia and related","Exposed to Behavioral disorders",5.03787768927128
"Schizophrenia and related","Exposed to Behavioral disorders",6.95452968141696
"Schizophrenia and related","Exposed to Behavioral disorders",4.0129045267099
"Schizophrenia and related","Exposed to Behavioral disorders",4.00816247245247
"Schizophrenia and related","Exposed to Behavioral disorders",44.4860341238207
"Schizophrenia and related","Exposed to Behavioral disorders",9.87638249024115
"Schizophrenia and related","Exposed to Behavioral disorders",3.28416160439396
"Schizophrenia and related","Exposed to Behavioral disorders",13.8924704621877
"Schizophrenia and related","Exposed to Behavioral disorders",10.8988360594867
"Schizophrenia and related","Exposed to Behavioral disorders",2.87168969375865
"Schizophrenia and related","Exposed to Behavioral disorders",2.75446821895341
"Schizophrenia and related","Exposed to Behavioral disorders",8.03170713493003
"Schizophrenia and related","Exposed to Behavioral disorders",5.51562183638388
"Schizophrenia and related","Exposed to Behavioral disorders",3.17924580365118
"Schizophrenia and related","Exposed to Behavioral disorders",4.55144242860808
"Schizophrenia and related","Exposed to Behavioral disorders",4.67486740606783
"Schizophrenia and related","Exposed to Behavioral disorders",5.04992655693335
"Schizophrenia and related","Exposed to Behavioral disorders",7.00567965954809
"Schizophrenia and related","Exposed to Behavioral disorders",3.92274043455431
"Schizophrenia and related","Exposed to Behavioral disorders",3.89320334204033
"Schizophrenia and related","Exposed to Behavioral disorders",7.68374455038613
"Schizophrenia and related","Exposed to Behavioral disorders",44.7890370155339
"Schizophrenia and related","Exposed to Behavioral disorders",8.99568214007845
"Schizophrenia and related","Exposed to Behavioral disorders",15.6318296855915
"Schizophrenia and related","Exposed to Behavioral disorders",3.31990344608176
"Schizophrenia and related","Exposed to Behavioral disorders",2.50802274071425
"Schizophrenia and related","Exposed to Behavioral disorders",10.6385276970343
"Schizophrenia and related","Exposed to Behavioral disorders",2.64078372861081
"Schizophrenia and related","Exposed to Behavioral disorders",8.76723958253283
"Schizophrenia and related","Exposed to Behavioral disorders",6.71429408932336
"Schizophrenia and related","Exposed to Behavioral disorders",3.31883991940371
"Schizophrenia and related","Exposed to Behavioral disorders",5.21491297044518
"Schizophrenia and related","Exposed to Behavioral disorders",4.93353465640476
"Schizophrenia and related","Exposed to Behavioral disorders",5.05573124613704
"Schizophrenia and related","Exposed to Behavioral disorders",6.72941556756833
"Schizophrenia and related","Exposed to Behavioral disorders",9.11976831767634
"Schizophrenia and related","Exposed to Behavioral disorders",3.7973851065232
"Schizophrenia and related","Exposed to Behavioral disorders",3.72182820306989
"Mood disorders","Exposed to Organic disorders",41.4861111442977
"Mood disorders","Exposed to Organic disorders",24.7036473815148
"Mood disorders","Exposed to Organic disorders",3.66895653958333
"Mood disorders","Exposed to Organic disorders",6.27301750724851
"Mood disorders","Exposed to Organic disorders",3.21955129349515
"Mood disorders","Exposed to Organic disorders",5.67022160074643
"Mood disorders","Exposed to Organic disorders",3.89887051635829
"Mood disorders","Exposed to Organic disorders",2.03558313363272
"Mood disorders","Exposed to Organic disorders",1.70340886839219
"Mood disorders","Exposed to Organic disorders",4.09534597124998
"Mood disorders","Exposed to Organic disorders",5.55626433358731
"Mood disorders","Exposed to Organic disorders",1.84233879736493
"Mood disorders","Exposed to Organic disorders",4.41476056313597
"Mood disorders","Exposed to Organic disorders",1.34989250047233
"Mood disorders","Exposed to Organic disorders",3.73820593570581
"Mood disorders","Exposed to Organic disorders",8.20209984380085
"Mood disorders","Exposed to Organic disorders",3.7149205809484
"Mood disorders","Exposed to Organic disorders",22.6382465244031
"Mood disorders","Exposed to Organic disorders",34.6905633361203
"Mood disorders","Exposed to Organic disorders",4.77596286153712
"Mood disorders","Exposed to Organic disorders",3.10322595172443
"Mood disorders","Exposed to Organic disorders",3.90035392882988
"Mood disorders","Exposed to Organic disorders",2.5016626979825
"Mood disorders","Exposed to Organic disorders",2.82713773843809
"Mood disorders","Exposed to Organic disorders",1.71327393172753
"Mood disorders","Exposed to Organic disorders",2.61733025078101
"Mood disorders","Exposed to Organic disorders",1.30260501875792
"Mood disorders","Exposed to Organic disorders",4.05197898481665
"Mood disorders","Exposed to Organic disorders",1.4561952775824
"Mood disorders","Exposed to Organic disorders",3.74571080489763
"Mood disorders","Exposed to Organic disorders",1.16079208036705
"Mood disorders","Exposed to Organic disorders",3.222479840647
"Mood disorders","Exposed to Organic disorders",6.29465273018982
"Mood disorders","Exposed to Organic disorders",3.24181059715051
"Mood disorders","Exposed to Organic disorders",21.5279867941992
"Mood disorders","Exposed to Organic disorders",31.5007419650432
"Mood disorders","Exposed to Organic disorders",2.81510876922082
"Mood disorders","Exposed to Organic disorders",4.11517927746419
"Mood disorders","Exposed to Organic disorders",2.1462375663171
"Mood disorders","Exposed to Organic disorders",3.15795542251259
"Mood disorders","Exposed to Organic disorders",2.40120662156893
"Mood disorders","Exposed to Organic disorders",1.55654249162988
"Mood disorders","Exposed to Organic disorders",1.09563340709884
"Mood disorders","Exposed to Organic disorders",2.02110277365326
"Mood disorders","Exposed to Organic disorders",3.17734518300281
"Mood disorders","Exposed to Organic disorders",1.20354491757517
"Mood disorders","Exposed to Organic disorders",3.39735674049129
"Mood disorders","Exposed to Organic disorders",1.06110726230211
"Mood disorders","Exposed to Organic disorders",5.44969694114685
"Mood disorders","Exposed to Organic disorders",2.96706811921909
"Mood disorders","Exposed to Organic disorders",2.98515508419749
"Mood disorders","Exposed to Substance use",115.493748158614
"Mood disorders","Exposed to Substance use",49.1333239445868
"Mood disorders","Exposed to Substance use",7.12363123263988
"Mood disorders","Exposed to Substance use",16.5122891392239
"Mood disorders","Exposed to Substance use",12.4105969450797
"Mood disorders","Exposed to Substance use",5.46956342152992
"Mood disorders","Exposed to Substance use",8.73380649982004
"Mood disorders","Exposed to Substance use",4.04725713069628
"Mood disorders","Exposed to Substance use",3.55263613089434
"Mood disorders","Exposed to Substance use",7.09259938292787
"Mood disorders","Exposed to Substance use",6.22355632629746
"Mood disorders","Exposed to Substance use",3.33003728291418
"Mood disorders","Exposed to Substance use",3.39985301566202
"Mood disorders","Exposed to Substance use",5.35499087562482
"Mood disorders","Exposed to Substance use",11.2819905759487
"Mood disorders","Exposed to Substance use",5.83761778445486
"Mood disorders","Exposed to Substance use",5.87254029987044
"Mood disorders","Exposed to Substance use",40.8795607101543
"Mood disorders","Exposed to Substance use",108.620483076935
"Mood disorders","Exposed to Substance use",6.0978307915918
"Mood disorders","Exposed to Substance use",15.9584792117949
"Mood disorders","Exposed to Substance use",4.55747252942941
"Mood disorders","Exposed to Substance use",11.7145235376808
"Mood disorders","Exposed to Substance use",3.35773587462335
"Mood disorders","Exposed to Substance use",8.23355271370409
"Mood disorders","Exposed to Substance use",2.89610838620822
"Mood disorders","Exposed to Substance use",6.62517641369488
"Mood disorders","Exposed to Substance use",2.70773575257803
"Mood disorders","Exposed to Substance use",5.8029244152075
"Mood disorders","Exposed to Substance use",2.73010999610845
"Mood disorders","Exposed to Substance use",4.8942693486015
"Mood disorders","Exposed to Substance use",4.70828912999181
"Mood disorders","Exposed to Substance use",10.2912889048012
"Mood disorders","Exposed to Substance use",4.73641821871764
"Mood disorders","Exposed to Substance use",32.6501483709995
"Mood disorders","Exposed to Substance use",100.019073219898
"Mood disorders","Exposed to Substance use",5.08431799722921
"Mood disorders","Exposed to Substance use",15.3231920352292
"Mood disorders","Exposed to Substance use",3.65265061524779
"Mood disorders","Exposed to Substance use",10.8478944364773
"Mood disorders","Exposed to Substance use",7.61534735588867
"Mood disorders","Exposed to Substance use",2.68311276498678
"Mood disorders","Exposed to Substance use",6.05676966879075
"Mood disorders","Exposed to Substance use",2.27746178352451
"Mood disorders","Exposed to Substance use",5.31320005166443
"Mood disorders","Exposed to Substance use",2.14376326571158
"Mood disorders","Exposed to Substance use",4.4330955066318
"Mood disorders","Exposed to Substance use",2.19375994158849
"Mood disorders","Exposed to Substance use",9.16922254287832
"Mood disorders","Exposed to Substance use",3.7052721098304
"Mood disorders","Exposed to Substance use",3.68479649913109
"Mood disorders","Exposed to Schizophrenia and related",18.6283925869991
"Mood disorders","Exposed to Schizophrenia and related",68.7877240834964
"Mood disorders","Exposed to Schizophrenia and related",3.69719528086556
"Mood disorders","Exposed to Schizophrenia and related",13.5450816015963
"Mood disorders","Exposed to Schizophrenia and related",7.74548815276893
"Mood disorders","Exposed to Schizophrenia and related",2.15449595369389
"Mood disorders","Exposed to Schizophrenia and related",1.70544528353176
"Mood disorders","Exposed to Schizophrenia and related",5.80620399389582
"Mood disorders","Exposed to Schizophrenia and related",1.53067366129487
"Mood disorders","Exposed to Schizophrenia and related",4.70193816855229
"Mood disorders","Exposed to Schizophrenia and related",1.73684215337362
"Mood disorders","Exposed to Schizophrenia and related",4.73212044931137
"Mood disorders","Exposed to Schizophrenia and related",2.33828414727481
"Mood disorders","Exposed to Schizophrenia and related",4.61208854014966
"Mood disorders","Exposed to Schizophrenia and related",7.43123750468351
"Mood disorders","Exposed to Schizophrenia and related",2.71271158632629
"Mood disorders","Exposed to Schizophrenia and related",2.68129409702007
"Mood disorders","Exposed to Schizophrenia and related",18.8164163703944
"Mood disorders","Exposed to Schizophrenia and related",67.6638456768523
"Mood disorders","Exposed to Schizophrenia and related",3.62635930968306
"Mood disorders","Exposed to Schizophrenia and related",12.9071781197257
"Mood disorders","Exposed to Schizophrenia and related",7.90313329136094
"Mood disorders","Exposed to Schizophrenia and related",2.2648602788719
"Mood disorders","Exposed to Schizophrenia and related",5.46451351845425
"Mood disorders","Exposed to Schizophrenia and related",1.64137640305282
"Mood disorders","Exposed to Schizophrenia and related",4.65629701371503
"Mood disorders","Exposed to Schizophrenia and related",1.53714507727321
"Mood disorders","Exposed to Schizophrenia and related",1.76988800398664
"Mood disorders","Exposed to Schizophrenia and related",4.73080273726615
"Mood disorders","Exposed to Schizophrenia and related",2.26161282919478
"Mood disorders","Exposed to Schizophrenia and related",4.29412195366517
"Mood disorders","Exposed to Schizophrenia and related",7.0588277737013
"Mood disorders","Exposed to Schizophrenia and related",2.68059780174201
"Mood disorders","Exposed to Schizophrenia and related",2.65462135844015
"Mood disorders","Exposed to Schizophrenia and related",66.751235067962
"Mood disorders","Exposed to Schizophrenia and related",18.9830485622132
"Mood disorders","Exposed to Schizophrenia and related",12.3769231197868
"Mood disorders","Exposed to Schizophrenia and related",3.56396040557502
"Mood disorders","Exposed to Schizophrenia and related",8.03961342043943
"Mood disorders","Exposed to Schizophrenia and related",2.36344937141516
"Mood disorders","Exposed to Schizophrenia and related",1.58471306595825
"Mood disorders","Exposed to Schizophrenia and related",5.17659290749604
"Mood disorders","Exposed to Schizophrenia and related",1.54302037794764
"Mood disorders","Exposed to Schizophrenia and related",4.62026286194503
"Mood disorders","Exposed to Schizophrenia and related",4.73232724749351
"Mood disorders","Exposed to Schizophrenia and related",1.79740210971362
"Mood disorders","Exposed to Schizophrenia and related",2.20740710263737
"Mood disorders","Exposed to Schizophrenia and related",4.08262065654935
"Mood disorders","Exposed to Schizophrenia and related",6.77796019166992
"Mood disorders","Exposed to Schizophrenia and related",2.63334462823808
"Mood disorders","Exposed to Schizophrenia and related",2.65507953252889
"Mood disorders","Exposed to Neurotic disorders",165.204070398593
"Mood disorders","Exposed to Neurotic disorders",113.399966967305
"Mood disorders","Exposed to Neurotic disorders",14.1600214061757
"Mood disorders","Exposed to Neurotic disorders",20.5715324466938
"Mood disorders","Exposed to Neurotic disorders",9.47750503816117
"Mood disorders","Exposed to Neurotic disorders",13.7121253028109
"Mood disorders","Exposed to Neurotic disorders",7.02673949840862
"Mood disorders","Exposed to Neurotic disorders",10.0438931193983
"Mood disorders","Exposed to Neurotic disorders",7.78387043730353
"Mood disorders","Exposed to Neurotic disorders",5.56507354347737
"Mood disorders","Exposed to Neurotic disorders",7.26532695399028
"Mood disorders","Exposed to Neurotic disorders",5.24851195875386
"Mood disorders","Exposed to Neurotic disorders",6.08845162118476
"Mood disorders","Exposed to Neurotic disorders",4.6235860254769
"Mood disorders","Exposed to Neurotic disorders",16.0101324511398
"Mood disorders","Exposed to Neurotic disorders",11.4256028356891
"Mood disorders","Exposed to Neurotic disorders",11.4142069135604
"Mood disorders","Exposed to Neurotic disorders",97.1292727501775
"Mood disorders","Exposed to Neurotic disorders",132.661066047121
"Mood disorders","Exposed to Neurotic disorders",16.8000220683397
"Mood disorders","Exposed to Neurotic disorders",12.3261780806777
"Mood disorders","Exposed to Neurotic disorders",12.0407436147993
"Mood disorders","Exposed to Neurotic disorders",8.86893037512611
"Mood disorders","Exposed to Neurotic disorders",8.90442727783384
"Mood disorders","Exposed to Neurotic disorders",6.647677197224
"Mood disorders","Exposed to Neurotic disorders",5.21583087590129
"Mood disorders","Exposed to Neurotic disorders",6.85921360275657
"Mood disorders","Exposed to Neurotic disorders",6.12432165442767
"Mood disorders","Exposed to Neurotic disorders",4.67748653271992
"Mood disorders","Exposed to Neurotic disorders",4.012010952375
"Mood disorders","Exposed to Neurotic disorders",4.96900639699443
"Mood disorders","Exposed to Neurotic disorders",12.800854160651
"Mood disorders","Exposed to Neurotic disorders",9.75987018871526
"Mood disorders","Exposed to Neurotic disorders",9.74157004257389
"Mood disorders","Exposed to Neurotic disorders",88.6687574412451
"Mood disorders","Exposed to Neurotic disorders",116.443304744809
"Mood disorders","Exposed to Neurotic disorders",11.3758558321729
"Mood disorders","Exposed to Neurotic disorders",14.9177577704497
"Mood disorders","Exposed to Neurotic disorders",11.1606846094005
"Mood disorders","Exposed to Neurotic disorders",8.54044146279391
"Mood disorders","Exposed to Neurotic disorders",8.31021765116252
"Mood disorders","Exposed to Neurotic disorders",6.44381979403166
"Mood disorders","Exposed to Neurotic disorders",5.03758953090886
"Mood disorders","Exposed to Neurotic disorders",6.39952967894224
"Mood disorders","Exposed to Neurotic disorders",5.60010137356736
"Mood disorders","Exposed to Neurotic disorders",4.40958376213143
"Mood disorders","Exposed to Neurotic disorders",3.75852840822076
"Mood disorders","Exposed to Neurotic disorders",4.5203865043485
"Mood disorders","Exposed to Neurotic disorders",11.3282408703758
"Mood disorders","Exposed to Neurotic disorders",8.9400287047284
"Mood disorders","Exposed to Neurotic disorders",8.96234937815624
"Mood disorders","Exposed to Eating disorders",109.392945022816
"Mood disorders","Exposed to Eating disorders",50.0268119148116
"Mood disorders","Exposed to Eating disorders",7.39785430958545
"Mood disorders","Exposed to Eating disorders",3.41514277381175
"Mood disorders","Exposed to Eating disorders",5.49720950082689
"Mood disorders","Exposed to Eating disorders",2.65032689766595
"Mood disorders","Exposed to Eating disorders",5.99301844962244
"Mood disorders","Exposed to Eating disorders",3.21796541128701
"Mood disorders","Exposed to Eating disorders",2.24013992402811
"Mood disorders","Exposed to Eating disorders",3.48091538199369
"Mood disorders","Exposed to Eating disorders",4.34812579268166
"Mood disorders","Exposed to Eating disorders",2.91794557951394
"Mood disorders","Exposed to Eating disorders",3.88101881363255
"Mood disorders","Exposed to Eating disorders",4.45269575320407
"Mood disorders","Exposed to Eating disorders",8.98149994407441
"Mood disorders","Exposed to Eating disorders",5.41632477687381
"Mood disorders","Exposed to Eating disorders",5.46156675467603
"Mood disorders","Exposed to Eating disorders",66.4914188841881
"Mood disorders","Exposed to Eating disorders",36.1259845485386
"Mood disorders","Exposed to Eating disorders",9.0459016609651
"Mood disorders","Exposed to Eating disorders",5.03886974505299
"Mood disorders","Exposed to Eating disorders",6.62242621142941
"Mood disorders","Exposed to Eating disorders",3.84229790353019
"Mood disorders","Exposed to Eating disorders",2.91930799447337
"Mood disorders","Exposed to Eating disorders",4.59377717680181
"Mood disorders","Exposed to Eating disorders",3.48428967531973
"Mood disorders","Exposed to Eating disorders",2.55237451948722
"Mood disorders","Exposed to Eating disorders",3.34810093492549
"Mood disorders","Exposed to Eating disorders",2.7048626103219
"Mood disorders","Exposed to Eating disorders",3.2983676678875
"Mood disorders","Exposed to Eating disorders",3.01250060606453
"Mood disorders","Exposed to Eating disorders",4.91873753991907
"Mood disorders","Exposed to Eating disorders",4.87333447538197
"Mood disorders","Exposed to Eating disorders",7.04260478776819
"Mood disorders","Exposed to Eating disorders",35.5296656631029
"Mood disorders","Exposed to Eating disorders",64.9481721302974
"Mood disorders","Exposed to Eating disorders",5.10691140624071
"Mood disorders","Exposed to Eating disorders",9.09975691018939
"Mood disorders","Exposed to Eating disorders",3.89346146997875
"Mood disorders","Exposed to Eating disorders",6.65993949715652
"Mood disorders","Exposed to Eating disorders",4.53826463502483
"Mood disorders","Exposed to Eating disorders",2.90500990518413
"Mood disorders","Exposed to Eating disorders",2.56562493930076
"Mood disorders","Exposed to Eating disorders",3.48240936329486
"Mood disorders","Exposed to Eating disorders",3.31055715500874
"Mood disorders","Exposed to Eating disorders",2.69503413411338
"Mood disorders","Exposed to Eating disorders",2.96933137141524
"Mood disorders","Exposed to Eating disorders",3.24298304782875
"Mood disorders","Exposed to Eating disorders",6.96437173496818
"Mood disorders","Exposed to Eating disorders",4.84803418449804
"Mood disorders","Exposed to Eating disorders",4.89343005337984
"Mood disorders","Exposed to Personality disorders",84.8183236301465
"Mood disorders","Exposed to Personality disorders",22.1773899685449
"Mood disorders","Exposed to Personality disorders",15.1695632110105
"Mood disorders","Exposed to Personality disorders",4.01319627547393
"Mood disorders","Exposed to Personality disorders",10.5390910367832
"Mood disorders","Exposed to Personality disorders",2.83613497222395
"Mood disorders","Exposed to Personality disorders",2.31086563937961
"Mood disorders","Exposed to Personality disorders",8.15227068415059
"Mood disorders","Exposed to Personality disorders",7.28783704245046
"Mood disorders","Exposed to Personality disorders",2.25242945167776
"Mood disorders","Exposed to Personality disorders",2.26031212012861
"Mood disorders","Exposed to Personality disorders",6.81898204192451
"Mood disorders","Exposed to Personality disorders",5.77084374808425
"Mood disorders","Exposed to Personality disorders",2.71884484292385
"Mood disorders","Exposed to Personality disorders",8.85597258712392
"Mood disorders","Exposed to Personality disorders",3.15582041929306
"Mood disorders","Exposed to Personality disorders",3.17698648098076
"Mood disorders","Exposed to Personality disorders",18.4502367060418
"Mood disorders","Exposed to Personality disorders",69.9379206003441
"Mood disorders","Exposed to Personality disorders",3.33730501650913
"Mood disorders","Exposed to Personality disorders",12.4593768491261
"Mood disorders","Exposed to Personality disorders",2.45441678277628
"Mood disorders","Exposed to Personality disorders",8.97180516026041
"Mood disorders","Exposed to Personality disorders",7.27780932479319
"Mood disorders","Exposed to Personality disorders",2.09639455367334
"Mood disorders","Exposed to Personality disorders",6.68882149881625
"Mood disorders","Exposed to Personality disorders",2.11738301655698
"Mood disorders","Exposed to Personality disorders",2.11963717464133
"Mood disorders","Exposed to Personality disorders",6.08448750369887
"Mood disorders","Exposed to Personality disorders",2.48813844891816
"Mood disorders","Exposed to Personality disorders",5.15084098807907
"Mood disorders","Exposed to Personality disorders",2.91178355811031
"Mood disorders","Exposed to Personality disorders",2.89562014349432
"Mood disorders","Exposed to Personality disorders",8.05057083422298
"Mood disorders","Exposed to Personality disorders",64.3894178172215
"Mood disorders","Exposed to Personality disorders",17.0609819666558
"Mood disorders","Exposed to Personality disorders",3.0816365399137
"Mood disorders","Exposed to Personality disorders",11.4391502002776
"Mood disorders","Exposed to Personality disorders",8.36195206134018
"Mood disorders","Exposed to Personality disorders",2.30465147243816
"Mood disorders","Exposed to Personality disorders",6.91729294379229
"Mood disorders","Exposed to Personality disorders",2.00783343963474
"Mood disorders","Exposed to Personality disorders",2.05904316111637
"Mood disorders","Exposed to Personality disorders",6.43123250316362
"Mood disorders","Exposed to Personality disorders",2.0558308031113
"Mood disorders","Exposed to Personality disorders",5.76334940713629
"Mood disorders","Exposed to Personality disorders",2.37264904156787
"Mood disorders","Exposed to Personality disorders",4.84051683926723
"Mood disorders","Exposed to Personality disorders",7.68925884646809
"Mood disorders","Exposed to Personality disorders",2.77917438560817
"Mood disorders","Exposed to Personality disorders",2.79344387938041
"Mood disorders","Exposed to Intellectual Disabilities",33.7021219078245
"Mood disorders","Exposed to Intellectual Disabilities",13.0051300649479
"Mood disorders","Exposed to Intellectual Disabilities",1.60604626065379
"Mood disorders","Exposed to Intellectual Disabilities",4.04270531380721
"Mood disorders","Exposed to Intellectual Disabilities",1.69955338187157
"Mood disorders","Exposed to Intellectual Disabilities",4.14124306493617
"Mood disorders","Exposed to Intellectual Disabilities",1.30292289316159
"Mood disorders","Exposed to Intellectual Disabilities",2.90024408299319
"Mood disorders","Exposed to Intellectual Disabilities",2.56504758472407
"Mood disorders","Exposed to Intellectual Disabilities",1.35374581782183
"Mood disorders","Exposed to Intellectual Disabilities",1.3441291617823
"Mood disorders","Exposed to Intellectual Disabilities",2.24998126609125
"Mood disorders","Exposed to Intellectual Disabilities",1.83697252560546
"Mood disorders","Exposed to Intellectual Disabilities",2.67891815629333
"Mood disorders","Exposed to Intellectual Disabilities",3.68892541428498
"Mood disorders","Exposed to Intellectual Disabilities",1.97371217031003
"Mood disorders","Exposed to Intellectual Disabilities",1.92271438531807
"Mood disorders","Exposed to Intellectual Disabilities",12.7206505439946
"Mood disorders","Exposed to Intellectual Disabilities",34.7625862263995
"Mood disorders","Exposed to Intellectual Disabilities",3.708149258519
"Mood disorders","Exposed to Intellectual Disabilities",1.3957859756291
"Mood disorders","Exposed to Intellectual Disabilities",4.35907422020784
"Mood disorders","Exposed to Intellectual Disabilities",1.69696533700422
"Mood disorders","Exposed to Intellectual Disabilities",3.39981323761443
"Mood disorders","Exposed to Intellectual Disabilities",1.44962883818483
"Mood disorders","Exposed to Intellectual Disabilities",2.83946711782817
"Mood disorders","Exposed to Intellectual Disabilities",1.40365142221122
"Mood disorders","Exposed to Intellectual Disabilities",2.50923734409815
"Mood disorders","Exposed to Intellectual Disabilities",1.4215534464069
"Mood disorders","Exposed to Intellectual Disabilities",2.81900588570611
"Mood disorders","Exposed to Intellectual Disabilities",1.87363980718831
"Mood disorders","Exposed to Intellectual Disabilities",2.02341466001172
"Mood disorders","Exposed to Intellectual Disabilities",2.05770455947472
"Mood disorders","Exposed to Intellectual Disabilities",4.12417005188388
"Mood disorders","Exposed to Intellectual Disabilities",12.5050804783175
"Mood disorders","Exposed to Intellectual Disabilities",35.627688414208
"Mood disorders","Exposed to Intellectual Disabilities",1.23404299888287
"Mood disorders","Exposed to Intellectual Disabilities",3.4234708333456
"Mood disorders","Exposed to Intellectual Disabilities",4.54555076179207
"Mood disorders","Exposed to Intellectual Disabilities",1.69470190820414
"Mood disorders","Exposed to Intellectual Disabilities",3.86777420206866
"Mood disorders","Exposed to Intellectual Disabilities",1.57432350598826
"Mood disorders","Exposed to Intellectual Disabilities",3.14413464604459
"Mood disorders","Exposed to Intellectual Disabilities",1.4521334501556
"Mood disorders","Exposed to Intellectual Disabilities",1.50380233395687
"Mood disorders","Exposed to Intellectual Disabilities",2.81718793145343
"Mood disorders","Exposed to Intellectual Disabilities",2.95544224630449
"Mood disorders","Exposed to Intellectual Disabilities",1.90726301895544
"Mood disorders","Exposed to Intellectual Disabilities",2.11450594612952
"Mood disorders","Exposed to Intellectual Disabilities",4.56838796596254
"Mood disorders","Exposed to Intellectual Disabilities",2.13205034499514
"Mood disorders","Exposed to Developmental disorders",41.2550982878317
"Mood disorders","Exposed to Developmental disorders",15.9999484442466
"Mood disorders","Exposed to Developmental disorders",2.22661100318864
"Mood disorders","Exposed to Developmental disorders",5.56406524350602
"Mood disorders","Exposed to Developmental disorders",2.0821451616989
"Mood disorders","Exposed to Developmental disorders",4.91534281551521
"Mood disorders","Exposed to Developmental disorders",1.65587372493983
"Mood disorders","Exposed to Developmental disorders",3.40404966230159
"Mood disorders","Exposed to Developmental disorders",1.58386393487101
"Mood disorders","Exposed to Developmental disorders",2.42361888454981
"Mood disorders","Exposed to Developmental disorders",1.73856818102018
"Mood disorders","Exposed to Developmental disorders",1.49750055256642
"Mood disorders","Exposed to Developmental disorders",2.29499354299788
"Mood disorders","Exposed to Developmental disorders",2.18977509016553
"Mood disorders","Exposed to Developmental disorders",3.84383935833739
"Mood disorders","Exposed to Developmental disorders",2.42021120220766
"Mood disorders","Exposed to Developmental disorders",2.42654105705945
"Mood disorders","Exposed to Developmental disorders",14.6744502009441
"Mood disorders","Exposed to Developmental disorders",40.4217942037716
"Mood disorders","Exposed to Developmental disorders",6.05396906050952
"Mood disorders","Exposed to Developmental disorders",2.27647237303556
"Mood disorders","Exposed to Developmental disorders",5.44329513044342
"Mood disorders","Exposed to Developmental disorders",2.16969082403875
"Mood disorders","Exposed to Developmental disorders",1.76020489519768
"Mood disorders","Exposed to Developmental disorders",3.79224844332096
"Mood disorders","Exposed to Developmental disorders",1.65501304338936
"Mood disorders","Exposed to Developmental disorders",2.65700928150792
"Mood disorders","Exposed to Developmental disorders",1.59384159556465
"Mood disorders","Exposed to Developmental disorders",1.89687030473614
"Mood disorders","Exposed to Developmental disorders",2.14919290792566
"Mood disorders","Exposed to Developmental disorders",1.96425311712227
"Mood disorders","Exposed to Developmental disorders",4.35295663314811
"Mood disorders","Exposed to Developmental disorders",2.5529503490767
"Mood disorders","Exposed to Developmental disorders",2.52722961767945
"Mood disorders","Exposed to Developmental disorders",39.2793525339958
"Mood disorders","Exposed to Developmental disorders",13.1454908673645
"Mood disorders","Exposed to Developmental disorders",6.73056303074106
"Mood disorders","Exposed to Developmental disorders",2.33598410365356
"Mood disorders","Exposed to Developmental disorders",2.28123499319147
"Mood disorders","Exposed to Developmental disorders",6.21954902435782
"Mood disorders","Exposed to Developmental disorders",4.49249083676682
"Mood disorders","Exposed to Developmental disorders",1.92674684846391
"Mood disorders","Exposed to Developmental disorders",3.25900814798136
"Mood disorders","Exposed to Developmental disorders",1.81224900833916
"Mood disorders","Exposed to Developmental disorders",1.87262883915595
"Mood disorders","Exposed to Developmental disorders",2.3978529193312
"Mood disorders","Exposed to Developmental disorders",1.78585667486778
"Mood disorders","Exposed to Developmental disorders",1.48026022496618
"Mood disorders","Exposed to Developmental disorders",2.70102299962482
"Mood disorders","Exposed to Developmental disorders",2.79060467014007
"Mood disorders","Exposed to Developmental disorders",5.48565223968327
"Mood disorders","Exposed to Behavioral disorders",37.1175313081785
"Mood disorders","Exposed to Behavioral disorders",13.2124292975073
"Mood disorders","Exposed to Behavioral disorders",2.11786261577033
"Mood disorders","Exposed to Behavioral disorders",5.69086068818212
"Mood disorders","Exposed to Behavioral disorders",5.15266573910137
"Mood disorders","Exposed to Behavioral disorders",2.06591806262393
"Mood disorders","Exposed to Behavioral disorders",1.76635572202839
"Mood disorders","Exposed to Behavioral disorders",3.65436812997222
"Mood disorders","Exposed to Behavioral disorders",2.57503477788693
"Mood disorders","Exposed to Behavioral disorders",1.77752770665011
"Mood disorders","Exposed to Behavioral disorders",2.22303391216355
"Mood disorders","Exposed to Behavioral disorders",2.35637615178474
"Mood disorders","Exposed to Behavioral disorders",3.33905221915782
"Mood disorders","Exposed to Behavioral disorders",2.85941197343967
"Mood disorders","Exposed to Behavioral disorders",3.88964891366227
