outcome;outcome2;exposure;exposure2;model;sex;N0;personyears0;cases0;N1;personyears1;cases1;HR;CI_left;CI_right 
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_time_after_expo_5;women;2683284;36868118.851859;19109;13052;51742.1086608281;169;3.51067174672454;3.01628146790283;4.08609615660939
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_time_after_expo_6;women;2683284;36868118.851859;19109;8540;32493.254697208;57;2.71020321726278;2.08906907743706;3.51601656364223
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_adjusted_time_after_expo_6;women;2683284;36868118.851859;19109;8540;32493.254697208;57;2.41148321474782;1.85882941842305;3.12844806380561
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_adjusted_time_after_expo_7;women;2683284;36868118.851859;19109;5319;28651.9216558127;52;4.79955833433443;3.65468161079446;6.30308263697738
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_time_after_expo_7;women;2683284;36868118.851859;19109;5319;28651.9216558127;52;4.18956328257713;3.19032245026141;5.50177631645986
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_basic_confounders;women;2683284;36868118.851859;19109;21210;186446.229659369;997;6.18029867753514;5.79644222747242;6.58957516431562
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_kessler_prev_interactions;women;2683284;36868118.851859;19109;21210;186446.229659369;997;3.6850927686795;3.45579560147748;3.92960414324506
D20;Schizophrenia and related;expo_D51;Exposed to Eating disorders;sex_kessler_prev;women;2683284;36868118.851859;19109;21210;186446.229659369;997;3.9127928386317;3.66938130691276;4.17235128145584
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_1;men;2629393;35823035.8977631;18693;17843;8446.15810973015;643;98.1599018005244;90.7124300145173;106.218809483404
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_1;men;2629393;35823035.8977631;18693;17843;8446.15810973015;643;18.1046009119439;16.7135377020656;19.6114419354946
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_2;men;2629393;35823035.8977631;18693;17232;8303.53901489633;227;35.986443568677;31.5662485331171;41.025594769772
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_2;men;2629393;35823035.8977631;18693;17232;8303.53901489633;227;6.77534304884671;5.93948204805851;7.72883444349509
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_3;men;2629393;35823035.8977631;18693;17488;16264.513556404;347;29.1986828389006;26.2510298093014;32.4773193935662
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_3;men;2629393;35823035.8977631;18693;17488;16264.513556404;347;5.64172460614614;5.06851710391648;6.27975715165295
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_4;men;2629393;35823035.8977631;18693;18985;46481.1271053223;643;4.42984901020048;4.08989858377222;4.79805595450116
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_4;men;2629393;35823035.8977631;18693;18985;46481.1271053223;643;21.29823275448;19.6812352673967;23.0480817032581
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_5;men;2629393;35823035.8977631;18693;17199;67350.7233176137;539;15.5896588466764;14.3041143435061;16.9907382672798
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_5;men;2629393;35823035.8977631;18693;17199;67350.7233176137;539;3.69845845851196;3.39097851269677;4.03381941764662
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_6;men;2629393;35823035.8977631;18693;14599;53240.095306535;271;3.47711142911503;3.08124260694111;3.92384029198044
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_6;men;2629393;35823035.8977631;18693;14599;53240.095306535;271;12.7665874175932;11.3186918820615;14.3996988335161
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_7;men;2629393;35823035.8977631;18693;22850;224510.720824913;546;8.31380844074252;7.62656449142399;9.06298122399487
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_7;men;2629393;35823035.8977631;18693;22850;224510.720824913;546;3.49780175088385;3.20616371658958;3.8159676703909
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_basic_confounders;men;2629393;35823035.8977631;18693;40317;424596.877235414;3216;18.7825397201239;18.0836801787744;19.5084072959945
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_kessler_prev_interactions;men;2629393;35823035.8977631;18693;40317;424596.877235414;3216;4.82413719928536;4.63747157784352;5.01831640946697
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_kessler_prev;men;2629393;35823035.8977631;18693;40317;424596.877235414;3216;4.94262763645846;4.75128401045633;5.14167704959751
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_1;persons;5282151;72147212.9783469;34496;53786;25604.9995638376;1568;15.772881426834;14.9630444065127;16.6265488323139
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_1;persons;5282151;72147212.9783469;34496;53786;25604.9995638376;1568;80.721777793196;76.6794770637173;84.9771758964865
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_2;persons;5282151;72147212.9783469;34496;52113;25128.9922598997;578;6.15847880617825;5.6652133003825;6.6946925376289
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_2;persons;5282151;72147212.9783469;34496;52113;25128.9922598997;578;30.8689060324551;28.4192906412792;33.5296672836889
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_3;persons;5282151;72147212.9783469;34496;52545;48843.0042667865;797;4.67228852581166;4.34913152015716;5.01945732550357
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_3;persons;5282151;72147212.9783469;34496;52545;48843.0042667865;797;22.7786273636829;21.2219980402057;24.4494351375643
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_4;persons;5282151;72147212.9783469;34496;55927;136472.446178607;1467;16.9776742239003;16.1012087303976;17.9018499094863
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_4;persons;5282151;72147212.9783469;34496;55927;136472.446178607;1467;3.74703065129149;3.54984553394633;3.95516891297225
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_5;persons;5282151;72147212.9783469;34496;49726;194325.903892507;1204;12.7648819154443;12.0426714225799;13.5304040604913
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_5;persons;5282151;72147212.9783469;34496;49726;194325.903892507;1204;3.24244086639078;3.05650838658732;3.43968392763991
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_6;persons;5282151;72147212.9783469;34496;41304;151703.495224194;607;3.25872039026658;3.00378254414666;3.53529539035123
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_6;persons;5282151;72147212.9783469;34496;41304;151703.495224194;607;11.015239245597;10.1586727374357;11.9440303643808
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;adjusted_time_after_expo_7;persons;5282151;72147212.9783469;34496;58359;572906.036784192;1298;3.65213964516991;3.44638779272055;3.87017503253537
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;time_after_expo_7;persons;5282151;72147212.9783469;34496;58359;572906.036784192;1298;8.37264128138411;7.90811902862486;8.86444953256188
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;kessler_prev;persons;5282151;72147212.9783469;34496;110233;1154984.87817002;7519;4.50715124074326;4.38474259286491;4.63297716495155
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;kessler_prev_interactions;persons;5282151;72147212.9783469;34496;110233;1154984.87817002;7519;4.40528342951315;4.28559157532825;4.52831814540252
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;basic_confounders;persons;5282151;72147212.9783469;34496;110233;1154984.87817002;7519;16.4632973464288;16.0461984680062;16.8912381370169
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_1;women;2652758;36324177.0805838;15803;35943;17158.8414541074;925;70.4990898636901;65.9379667459874;75.3757192840817
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_1;women;2652758;36324177.0805838;15803;35943;17158.8414541074;925;14.318313754144;13.3775695899453;15.3252134017078
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_2;women;2652758;36324177.0805838;15803;34881;16825.4532450034;351;5.75307733302947;5.17036539250405;6.40146223471991
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_2;women;2652758;36324177.0805838;15803;34881;16825.4532450034;351;27.7419026162882;24.9482905784172;30.8483324078889
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_3;women;2652758;36324177.0805838;15803;35057;32578.4907103826;450;19.1227628938471;17.4051313062757;21.0098995669423
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_3;women;2652758;36324177.0805838;15803;35057;32578.4907103826;450;4.08291829044384;3.71360059733816;4.48896463943639
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_4;women;2652758;36324177.0805838;15803;36942;89991.3190732842;824;14.41709420344;13.4345645323533;15.4714806550157
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_4;women;2652758;36324177.0805838;15803;36942;89991.3190732842;824;3.31504235391117;3.08659813985097;3.56039410065722
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_5;women;2652758;36324177.0805838;15803;32527;126975.180574894;665;2.93138644344648;2.70941539045459;3.17154265495629
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_5;women;2652758;36324177.0805838;15803;32527;126975.180574894;665;10.9914500237632;10.1653340018113;11.8847028148172
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_6;women;2652758;36324177.0805838;15803;26705;98463.3999176587;336;3.0950365022226;2.77573328522548;3.45107038960775
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_6;women;2652758;36324177.0805838;15803;26705;98463.3999176587;336;9.83183509648588;8.82067204465966;10.958913433701
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_adjusted_time_after_expo_7;women;2652758;36324177.0805838;15803;35509;348395.315959279;752;3.77440366241052;3.50190462473928;4.06810708269321
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_time_after_expo_7;women;2652758;36324177.0805838;15803;35509;348395.315959279;752;8.36340967661196;7.76450259604387;9.0085128510982
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_basic_confounders;women;2652758;36324177.0805838;15803;69916;730388.000934609;4303;14.9246961408591;14.4255359952653;15.4411284939487
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_kessler_prev_interactions;women;2652758;36324177.0805838;15803;69916;730388.000934609;4303;4.11270885412692;3.96914875887433;4.26146137279343
D20;Schizophrenia and related;expo_D61;Exposed to Personality disorders;sex_kessler_prev;women;2652758;36324177.0805838;15803;69916;730388.000934609;4303;4.2051678104966;4.05864900509563;4.35697600167819
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_1;men;2647519;36158439.4524488;21075;6872;3201.06395992643;255;109.804597523768;97.0181790829329;124.276189795834
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_1;men;2647519;36158439.4524488;21075;6872;3201.06395992643;255;36.2706327975173;32.0348884171494;41.0664393895024
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_2;men;2647519;36158439.4524488;21075;6721;3213.48395089453;28;4.07315384554772;2.8109588085478;5.90210792098772
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_2;men;2647519;36158439.4524488;21075;6721;3213.48395089453;28;11.7627304894867;8.11876033570438;17.0422358644851
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_3;men;2647519;36158439.4524488;21075;7047;6439.55650872073;62;4.78213978451222;3.72559924953942;6.13830403832128
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_3;men;2647519;36158439.4524488;21075;7047;6439.55650872073;62;12.7347337339095;9.92326070131825;16.3427575022823
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_4;men;2647519;36158439.4524488;21075;8419;19430.4503929935;153;4.32962961891945;3.6907182243616;5.07914489740465
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_4;men;2647519;36158439.4524488;21075;8419;19430.4503929935;153;10.0181966058261;8.54275475978011;11.7484659287549
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_5;men;2647519;36158439.4524488;21075;7704;27991.4898794821;171;7.25335847836519;6.23790305991147;8.43411779733858
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_5;men;2647519;36158439.4524488;21075;7704;27991.4898794821;171;3.93380322637169;3.38167038263081;4.57608402737748
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_6;men;2647519;36158439.4524488;21075;4296;15210.4845871698;91;3.94199011059666;3.20591644573192;4.8470651980745
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_6;men;2647519;36158439.4524488;21075;4296;15210.4845871698;91;5.97732653337287;4.86389281210279;7.34564552854877
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_7;men;2647519;36158439.4524488;21075;2447;13706.7932704544;74;6.38473126429696;5.07974508159928;8.02496831286994
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_7;men;2647519;36158439.4524488;21075;2447;13706.7932704544;74;7.77086357175675;6.18460606533669;9.76397203199533
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_basic_confounders;men;2647519;36158439.4524488;21075;11410;89193.3225496415;834;11.3945993281047;10.6274427468876;12.2171341629733
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_kessler_prev_interactions;men;2647519;36158439.4524488;21075;11410;89193.3225496415;834;6.35218786988062;5.91644956309697;6.82001769877966
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_kessler_prev;men;2647519;36158439.4524488;21075;11410;89193.3225496415;834;5.9579966975346;5.55201593214515;6.39366404593831
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_1;persons;5332687;73155579.0727768;40558;11972;5575.90646632031;446;34.6253059302792;31.5124133194652;38.04569959816
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_1;persons;5332687;73155579.0727768;40558;11972;5575.90646632031;446;109.876213465614;100.046025332935;120.672283035384
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_2;persons;5332687;73155579.0727768;40558;11591;5547.59037353095;60;14.5662848293243;11.3060014660977;18.7667279511008
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_2;persons;5332687;73155579.0727768;40558;11591;5547.59037353095;60;4.81358534297612;3.7355213804973;6.20277639825205
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_3;persons;5332687;73155579.0727768;40558;11975;11018.0105322255;112;13.4414430617889;11.1637254825475;16.1838798227133
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_3;persons;5332687;73155579.0727768;40558;11975;11018.0105322255;112;4.80512857188119;3.99001079428475;5.78676644819653
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_4;persons;5332687;73155579.0727768;40558;13841;32093.7667190659;267;10.6680458050791;9.45510187053597;12.0365917636394
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_4;persons;5332687;73155579.0727768;40558;13841;32093.7667190659;267;4.45298919552302;3.94548880945649;5.02576834787078
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_5;persons;5332687;73155579.0727768;40558;12252;44471.5503405945;280;7.88978985377071;7.01227787106656;8.87711312660736
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_5;persons;5332687;73155579.0727768;40558;12252;44471.5503405945;280;4.22903527639143;3.75729272371786;4.76000692095826
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_6;persons;5332687;73155579.0727768;40558;6794;24393.8791900592;155;7.08779435669311;6.05189987805386;8.30100131447078
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_6;persons;5332687;73155579.0727768;40558;6794;24393.8791900592;155;4.74847968263238;4.05202726564055;5.56463661722378
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;time_after_expo_7;persons;5332687;73155579.0727768;40558;4084;23518.0801182724;137;9.33072109822791;7.88903068215743;11.035874966214
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;adjusted_time_after_expo_7;persons;5332687;73155579.0727768;40558;4084;23518.0801182724;137;8.02435345969187;6.78165512351071;9.49476894259045
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;kessler_prev;persons;5332687;73155579.0727768;40558;18835;146618.783740069;1457;6.50582155554636;6.16578836038312;6.86460702812408
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;kessler_prev_interactions;persons;5332687;73155579.0727768;40558;18835;146618.783740069;1457;6.78450679397544;6.42798361666235;7.16080425565851
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;basic_confounders;persons;5332687;73155579.0727768;40558;18835;146618.783740069;1457;12.833063160815;12.1721242864975;13.5298906101506
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_1;women;2685168;36997139.6203279;19483;5100;2374.84250639388;191;32.5969491618149;28.2478282186399;37.6156739000839
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_1;women;2685168;36997139.6203279;19483;5100;2374.84250639388;191;109.814172902153;95.2030637205317;126.66769428328
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_2;women;2685168;36997139.6203279;19483;4870;2334.10642263642;32;5.71500230173515;4.03920280252386;8.08606373723794
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_2;women;2685168;36997139.6203279;19483;4870;2334.10642263642;32;18.3757158102498;12.9896709071094;25.9950335888997
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_3;women;2685168;36997139.6203279;19483;4928;4578.45402350476;50;14.41036587438;10.9164302916614;19.022577810268
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_3;women;2685168;36997139.6203279;19483;4928;4578.45402350476;50;4.82552240791246;3.65498198836421;6.37093878530624
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_4;women;2685168;36997139.6203279;19483;5422;12663.3163260723;114;11.6591828850779;9.69667407670607;14.0188836370449
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_4;women;2685168;36997139.6203279;19483;5422;12663.3163260723;114;4.61930148527817;3.84121559867453;5.5549983237744
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_5;women;2685168;36997139.6203279;19483;4548;16480.0604611124;109;9.11632898976494;7.55087290271723;11.006337322897
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_5;women;2685168;36997139.6203279;19483;4548;16480.0604611124;109;4.77481772295053;3.95441309864948;5.76542807204153
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_6;women;2685168;36997139.6203279;19483;2498;9183.39460288946;64;6.65664830254883;5.20629742504976;8.51103250663839
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_6;women;2685168;36997139.6203279;19483;2498;9183.39460288946;64;9.58980063656591;7.50233626277398;12.2580850854952
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_time_after_expo_7;women;2685168;36997139.6203279;19483;1637;9811.286847818;63;12.1830604598436;9.51307358443566;15.6024192234828
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_adjusted_time_after_expo_7;women;2685168;36997139.6203279;19483;1637;9811.286847818;63;11.4492084888561;8.9376292541175;14.6665711112266
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_kessler_prev;women;2685168;36997139.6203279;19483;7425;57425.4611904273;623;7.38510696523765;6.81467422360301;8.00328865305108
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_basic_confounders;women;2685168;36997139.6203279;19483;7425;57425.4611904273;623;15.3745416213096;14.191705903575;16.6559631147539
D20;Schizophrenia and related;expo_D70;Exposed to Intellectual Disabilities;sex_kessler_prev_interactions;women;2685168;36997139.6203279;19483;7425;57425.4611904273;623;7.43249200345102;6.85819985088221;8.05487425016598
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_1;men;2642805;36112191.5231762;21045;12144;5640.45779573501;239;57.7531850348676;50.7831190586642;65.6799039424615
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_1;men;2642805;36112191.5231762;21045;12144;5640.45779573501;239;16.5518884325595;14.5523489407464;18.8261710737844
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_2;men;2642805;36112191.5231762;21045;12131;5675.76132944083;44;3.11229345577945;2.31409480529456;4.18581405252955
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_2;men;2642805;36112191.5231762;21045;12131;5675.76132944083;44;10.3038880027026;7.66176882261389;13.8571275680984
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_3;men;2642805;36112191.5231762;21045;12798;11260.4248521596;83;3.12779161118916;2.51932814104114;3.8832100525747
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_3;men;2642805;36112191.5231762;21045;12798;11260.4248521596;83;9.55650428855186;7.69818542414127;11.8634157512902
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_4;men;2642805;36112191.5231762;21045;15154;32089.5442922376;159;2.43017446239601;2.0768545479341;2.84360208256103
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_4;men;2642805;36112191.5231762;21045;15154;32089.5442922376;159;5.98622921173728;5.11702315498584;7.00308345107653
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_5;men;2642805;36112191.5231762;21045;12603;43351.9283554161;171;2.46085179957511;2.11499811288974;2.86326098475711
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_5;men;2642805;36112191.5231762;21045;12603;43351.9283554161;171;4.04438095805876;3.47686626779074;4.70452875494168
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_6;men;2642805;36112191.5231762;21045;6367;22168.4560371286;94;3.09815291487425;2.52888300073472;3.79556961755649
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_6;men;2642805;36112191.5231762;21045;6367;22168.4560371286;94;2.73653193075787;2.23311586617927;3.35343415067393
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_time_after_expo_7;men;2642805;36112191.5231762;21045;3189;15254.6791601169;74;4.75096188665795;3.78065888966809;5.9702923504051
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_adjusted_time_after_expo_7;men;2642805;36112191.5231762;21045;3189;15254.6791601169;74;5.47797769997901;4.35758824826845;6.88643303859459
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_basic_confounders;men;2642805;36112191.5231762;21045;20938;135441.251822235;864;6.51864478974326;6.08231296971588;6.98627809953553
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_kessler_prev;men;2642805;36112191.5231762;21045;20938;135441.251822235;864;3.6376268327511;3.39174739125088;3.90133092118948
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;sex_kessler_prev_interactions;men;2642805;36112191.5231762;21045;20938;135441.251822235;864;3.61802501141776;3.37186567245239;3.88215494175483
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_1;persons;5328397;73128160.6980121;40716;17646;8194.65720226759;376;16.7750371926026;15.1310584334859;18.5976330770385
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_1;persons;5328397;73128160.6980121;40716;17646;8194.65720226759;376;60.9392154904518;54.9692304644095;67.557576360763
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_2;persons;5328397;73128160.6980121;40716;17281;8087.37588142825;76;12.083027717888;9.64125669513293;15.1432083438824
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_2;persons;5328397;73128160.6980121;40716;17281;8087.37588142825;76;3.50758827438266;2.79871265962486;4.39601238100515
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_3;persons;5328397;73128160.6980121;40716;17713;15604.4418968486;132;10.5247928745802;8.86340097495667;12.4976028237688
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_3;persons;5328397;73128160.6980121;40716;17713;15604.4418968486;132;3.31423126228828;2.79098461533456;3.93557485038743
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_4;persons;5328397;73128160.6980121;40716;19981;42018.3720637775;255;2.75235552612727;2.43034369778807;3.11703276746329
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_4;persons;5328397;73128160.6980121;40716;19981;42018.3720637775;255;7.04873381510701;6.22485654085606;7.98165356424426
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_5;persons;5328397;73128160.6980121;40716;15920;53953.1731791305;243;2.73189060824239;2.40548981406875;3.10258071007142
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_5;persons;5328397;73128160.6980121;40716;15920;53953.1731791305;243;4.63575696185704;4.08271232545611;5.26371708224756
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;adjusted_time_after_expo_6;persons;5328397;73128160.6980121;40716;7826;27072.4980612322;120;2.9457383536725;2.46038103050251;3.5268417130191
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_6;persons;5328397;73128160.6980121;40716;7826;27072.4980612322;120;3.36173530339622;2.80863047304465;4.02376331046837
D20;Schizophrenia and related;expo_D81;Exposed to Developmental disorders;time_after_expo_7;persons;5328397;73128160.6980121;40716;3912;19106.6402200765;97;5.13859039686068;4.20898794198081;6.27350603772035
